genreVector,Book,Author,Summary,bookcoverURL,BookUrlGoodread
Mystery,The Mysterious Affair at Styles,Agatha Christie,"Who poisoned the wealthy Emily Inglethorpe, and how did the murderer penetrate and escape from her locked bedroom? Suspects abound in the quaint village of Styles St. Mary--from the heiress's fawning new husband to her two stepsons, her volatile housekeeper, and a pretty nurse who works in a hospital dispensary. Making his unforgettable debut, the brilliant Belgian detecti  Who poisoned the wealthy Emily Inglethorpe, and how did the murderer penetrate and escape from her locked bedroom? Suspects abound in the quaint village of Styles St. Mary--from the heiress's fawning new husband to her two stepsons, her volatile housekeeper, and a pretty nurse who works in a hospital dispensary. Making his unforgettable debut, the brilliant Belgian detective Hercule Poirot is on the case. The key to the success of this style of detective novel, writes Elizabeth George in her Introduction, lies in how the author deals with both the clues and the red herrings, and it has to be said that no one bettered Agatha Christie at this game.",https://images.gr-assets.com/books/1386922393l/16343.jpg,https://www.goodreads.com/book/show/16343.The_Mysterious_Affair_at_Styles
Mystery,A Study in Scarlet,Arthur Conan Doyle,"'There's a scarlet thread of murder running through the colourless skein of life, and our duty is to unravel it, and isolate it, and expose every inch of it.'From the moment Dr John Watson takes lodgings in Baker Street with the consulting detective Sherlock Holmes, he becomes intimately acquainted with the bloody violence and frightening ingenuity of the criminal mind.In  'There's a scarlet thread of murder running through the colourless skein of life, and our duty is to unravel it, and isolate it, and expose every inch of it.'From the moment Dr John Watson takes lodgings in Baker Street with the consulting detective Sherlock Holmes, he becomes intimately acquainted with the bloody violence and frightening ingenuity of the criminal mind.In A Study in Scarlet , Holmes and Watson's first mystery, the pair are summoned to a south London house where they find a dead man whose contorted face is a twisted mask of horror. The body is unmarked by violence but on the wall a mysterious word has been written in blood.The police are baffled by the crime and its circumstances. But when Sherlock Holmes applies his brilliantly logical mind to the problem he uncovers a tragic tale of love and deadly revenge . . .",https://images.gr-assets.com/books/1519031842l/102868.jpg,https://www.goodreads.com/book/show/102868.A_Study_in_Scarlet
Mystery,The Girl Who Kicked the Hornet's Nest,Stieg Larsson ,"The stunning third and final novel in Stieg Larsson's internationally best-selling trilogy.Lisbeth Salander - the heart of Larsson's two previous novels - lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She's fighting for her life in more ways than one: if and when she recovers, she'll be taken back to Stockhol  The stunning third and final novel in Stieg Larsson's internationally best-selling trilogy.Lisbeth Salander - the heart of Larsson's two previous novels - lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She's fighting for her life in more ways than one: if and when she recovers, she'll be taken back to Stockholm to stand trial for three murders. With the help of her friend, journalist Mikael Blomkvist, she will not only have to prove her innocence, but also identify and denounce those in authority who have allowed the vulnerable, like herself, to suffer abuse and violence. And, on her own, she will plot revenge - against the man who tried to kill her, and the corrupt government institutions that very nearly destroyed her life.Once upon a time, she was a victim. Now Salander is fighting back.~from the jacket",https://images.gr-assets.com/books/1327708260l/6892870.jpg,https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
Mystery,The Hound of the Baskervilles,Arthur Conan Doyle,"‘Mr. Holmes, they were the footprints of a gigantic hound!’The death, quite suddenly, of Sir Charles Baskerville in mysterious circumstances is the trigger for one of the most extraordinary cases ever to challenge the brilliant analytical mind of Sherlock Holmes. As rumours of a legendary hound said to haunt the Baskerville family circulate, Holmes and Watson are asked to  ‘Mr. Holmes, they were the footprints of a gigantic hound!’The death, quite suddenly, of Sir Charles Baskerville in mysterious circumstances is the trigger for one of the most extraordinary cases ever to challenge the brilliant analytical mind of Sherlock Holmes. As rumours of a legendary hound said to haunt the Baskerville family circulate, Holmes and Watson are asked to ensure the protection of Sir Charles' only heir, Sir Henry - who has travelled all the way from America to reside at Baskerville Hall in Devon. And it is there, in an isolated mansion surrounded by mile after mile of wild moor, that Holmes and Watson come face to face with a terrifying evil that reaches out from centuries past . . .",https://images.gr-assets.com/books/1355929358l/8921.jpg,https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles
Mystery,The Murder of Roger Ackroyd,Agatha Christie,"In the village of King's Abbot, a widow's sudden suicide sparks rumors that she murdered her first husband, was being blackmailed, and was carrying on a secret affair with the wealthy Roger Ackroyd. The following evening, Ackroyd is murdered in his locked study--but not before receiving a letter identifying the widow's blackmailer. King's Abbot is crawling with suspects, i  In the village of King's Abbot, a widow's sudden suicide sparks rumors that she murdered her first husband, was being blackmailed, and was carrying on a secret affair with the wealthy Roger Ackroyd. The following evening, Ackroyd is murdered in his locked study--but not before receiving a letter identifying the widow's blackmailer. King's Abbot is crawling with suspects, including a nervous butler, Ackroyd's wayward stepson, and his sister-in-law, Mrs. Cecil Ackroyd, who has taken up residence in the victim's home. It's now up to the famous detective Hercule Poirot, who has retired to King's Abbot to garden, to solve the case of who killed Roger Ackroyd--a task in which he is aided by the village doctor and narrator, James Sheppard, and by Sheppard's ingenious sister, Caroline.The Murder of Roger Ackroyd is the book that made Agatha Christie a household name and launched her career as a perennial bestseller. Originally published in 1926, it is a landmark in the mystery genre. It was in the vanguard of a new class of popular detective fiction that ushered in the modern era of mystery novels.",https://images.gr-assets.com/books/1389734015l/16328.jpg,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd
Mystery,The Silkworm,J.K. Rowling,"Private investigator Cormoran Strike returns in a new mystery from Robert Galbraith, author of the #1 international bestseller The Cuckoo's Calling.When novelist Owen Quine goes missing, his wife calls in private detective Cormoran Strike. At first, Mrs. Quine just thinks her husband has gone off by himself for a few days—as he has done before—and she wants Strike to find  Private investigator Cormoran Strike returns in a new mystery from Robert Galbraith, author of the #1 international bestseller The Cuckoo's Calling.When novelist Owen Quine goes missing, his wife calls in private detective Cormoran Strike. At first, Mrs. Quine just thinks her husband has gone off by himself for a few days—as he has done before—and she wants Strike to find him and bring him home.But as Strike investigates, it becomes clear that there is more to Quine's disappearance than his wife realizes. The novelist has just completed a manuscript featuring poisonous pen-portraits of almost everyone he knows. If the novel were to be published, it would ruin lives—meaning that there are a lot of people who might want him silenced.When Quine is found brutally murdered under bizarre circumstances, it becomes a race against time to understand the motivation of a ruthless killer, a killer unlike any Strike has encountered before...",https://images.gr-assets.com/books/1540217126l/18214414.jpg,https://www.goodreads.com/book/show/18214414-the-silkworm
Mystery,Dark Places,Gillian Flynn  ,"From The #1 New York Times Bestselling Author Of Gone GirlLibby Day was seven when her mother and two sisters were murdered in “The Satan Sacrifice"" of Kinnakee, Kansas. She survived—and famously testified that her fifteen-year-old brother, Ben, was the killer. Twenty-five years later, the Kill Club—a secret secret society obsessed with notorious crimes—locates Libby and p  From The #1 New York Times Bestselling Author Of Gone GirlLibby Day was seven when her mother and two sisters were murdered in “The Satan Sacrifice"" of Kinnakee, Kansas. She survived—and famously testified that her fifteen-year-old brother, Ben, was the killer. Twenty-five years later, the Kill Club—a secret secret society obsessed with notorious crimes—locates Libby and pumps her for details. They hope to discover proof that may free Ben. Libby hopes to turn a profit off her tragic history: She’ll reconnect with the players from that night and report her findings to the club—for a fee. As Libby’s search takes her from shabby Missouri strip clubs to abandoned Oklahoma tourist towns, the unimaginable truth emerges, and Libby finds herself right back where she started—on the run from a killer.",https://images.gr-assets.com/books/1354988288l/5886881.jpg,https://www.goodreads.com/book/show/5886881-dark-places
Mystery,Sharp Objects,Gillian Flynn  ,"Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the murders of two preteen girls. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in  Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the murders of two preteen girls. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in her old bedroom in her family's Victorian mansion, Camille finds herself identifying with the young victims—a bit too strongly. Dogged by her own demons, she must unravel the psychological puzzle of her own past if she wants to get the story—and survive this homecoming.",https://images.gr-assets.com/books/1475695315l/18045891.jpg,https://www.goodreads.com/book/show/18045891-sharp-objects
Mystery,Still Life,Louise Penny,"Winner of the New Blood Dagger, Arthur Ellis, Barry, Anthony, and Dilys awards.Chief Inspector Armand Gamache of the Sûreté du Québec and his team of investigators are called in to the scene of a suspicious death in a rural village south of Montréal and yet a world away. Jane Neal, a long-time resident of Three Pines, has been found dead in the woods. The locals are certai  Winner of the New Blood Dagger, Arthur Ellis, Barry, Anthony, and Dilys awards.Chief Inspector Armand Gamache of the Sûreté du Québec and his team of investigators are called in to the scene of a suspicious death in a rural village south of Montréal and yet a world away. Jane Neal, a long-time resident of Three Pines, has been found dead in the woods. The locals are certain it's a tragic hunting accident and nothing more but Gamache smells something foul this holiday season…and is soon certain that Jane died at the hands of someone much more sinister than a careless bowhunter.With this award-winning first novel, Louise Penny introduces an engaging hero in Inspector Gamache, who commands his forces--and this series--with power, ingenuity, and charm.",https://images.gr-assets.com/books/1324373974l/338691.jpg,https://www.goodreads.com/book/show/338691.Still_Life
Mystery,The Adventures of Sherlock Holmes,Arthur Conan Doyle,A Scandal in Bohemia The Adventure of the Red-Headed League A Case of Identity The Bascombe Valley Mystery The Five Orange Pips The Man with the Twisted Lip The Adventure of the Blue Carbuncle The Adventure of the Speckled Band The Adventure of the Engineer's Thumb The Adventure of the Nobel Bachelor The Adventure of the Beryl Coronet The Adventure of the Copper Beeches      ,https://images.gr-assets.com/books/1164045516l/3590.jpg,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes
Mystery,Murder at the Vicarage,Agatha Christie,"Murder at the Vicarage marks the debut of Agatha Christie’s unflappable and much beloved female detective, Miss Jane Marple. With her gift for sniffing out the malevolent side of human nature, Miss Marple is led on her first case to a crime scene at the local vicarage. Colonel Protheroe, the magistrate whom everyone in town hates, has been shot through the head. No one hea  Murder at the Vicarage marks the debut of Agatha Christie’s unflappable and much beloved female detective, Miss Jane Marple. With her gift for sniffing out the malevolent side of human nature, Miss Marple is led on her first case to a crime scene at the local vicarage. Colonel Protheroe, the magistrate whom everyone in town hates, has been shot through the head. No one heard the shot. There are no leads. Yet, everyone surrounding the vicarage seems to have a reason to want the Colonel dead. It is a race against the clock as Miss Marple sets out on the twisted trail of the mysterious killer without so much as a bit of help from the local police.",https://images.gr-assets.com/books/1388386575l/16331.jpg,https://www.goodreads.com/book/show/16331.Murder_at_the_Vicarage
Mystery,Death on the Nile,Agatha Christie,"The tranquillity of a cruise along the Nile is shattered by the discovery that Linnet Ridgeway has been shot through the head. She was young, stylish and beautiful, a girl who had everything - until she lost her life. Hercule Poirot recalls an earlier outburst by a fellow passenger: 'I'd like to put my dear little pistol against her head and just press the trigger.' Yet in  The tranquillity of a cruise along the Nile is shattered by the discovery that Linnet Ridgeway has been shot through the head. She was young, stylish and beautiful, a girl who had everything - until she lost her life. Hercule Poirot recalls an earlier outburst by a fellow passenger: 'I'd like to put my dear little pistol against her head and just press the trigger.' Yet in this exotic setting, nothing is ever quite what it seems...",https://images.gr-assets.com/books/1486837149l/131359.jpg,https://www.goodreads.com/book/show/131359.Death_on_the_Nile
Mystery,The Lost Symbol,Dan Brown  ,"WHAT IS LOST...WILL BE FOUNDIn this stunning follow-up to the global phenomenon The Da Vinci Code, Dan Brown demonstrates once again why he is the world's most popular thriller writer. The Lost Symbol is a masterstroke of storytelling - a deadly race through a real-world labyrinth of codes, secrets, and unseen truths...all under the watchful eye of Brown's most terrifying  WHAT IS LOST...WILL BE FOUNDIn this stunning follow-up to the global phenomenon The Da Vinci Code, Dan Brown demonstrates once again why he is the world's most popular thriller writer. The Lost Symbol is a masterstroke of storytelling - a deadly race through a real-world labyrinth of codes, secrets, and unseen truths...all under the watchful eye of Brown's most terrifying villain to date. Set within the hidden chambers, tunnels, and temples of Washington, DC., The Lost Symbol accelerates through a startling landscape toward an unthinkable finale.As the story opens, Harvard symbologist Robert Langdon is summoned unexpectedly to deliver an evening lecture in the U.S. Capitol Building. Within minutes of his arrival, however, the night takes a bizarre turn. A disturbing object - artfully encoded with five symbols - is discovered in the Capitol Building. Langdon recognizes the object as an ancient invitation...one meant to usher its recipient into a long-lost world of esoteric wisdom.When Langdon's beloved mentor, Peter Solomon - a prominent Mason and philanthropist - is brutally kidnapped, Langdon realizes his only hope of saving Peter is to accept this mystical invitation and follow wherever it leads him. Langdon is instantly into a clandestine world of Masonic secrets, hidden history, and never-before-seen locations - all of which seem to be dragging him toward a single, inconceivable truth.As the world discovered in The Da Vinci Code and Angels & Demons, Dan Brown's novels are brilliant tapestries of veiled histories, arcane symbols, and enigmatic codes. In this new novel, he again challenges readers with an intelligent, lightning-paced story that offers surprises at every turn. The Lost Symbol is exactly what Brown's fans have been waiting for...his most thrilling novel yet.(jacket)",https://images.gr-assets.com/books/1534070883l/6411961.jpg,https://www.goodreads.com/book/show/6411961-the-lost-symbol
Mystery,The No. 1 Ladies' Detective Agency,Alexander McCall Smith  ,"Precious Ramotswe has only just set up shop as Botswana's No.1 (and only) lady detective when she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter. However, the case that tugs at her heart, and lands her in danger, is a missing eleven-year-old boy, who may have been snatched by witch doctors.      ",https://images.gr-assets.com/books/1459953654l/7061.jpg,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency
Mystery,Rebecca,Daphne du Maurier,"Last night I dreamt I went to Manderley again . . .The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a lady's maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late  Last night I dreamt I went to Manderley again . . .The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a lady's maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late wife will cast over their lives--presenting her with a lingering evil that threatens to destroy their marriage from beyond the grave.",https://images.gr-assets.com/books/1386605169l/17899948.jpg,https://www.goodreads.com/book/show/17899948-rebecca
Mystery,The Beekeeper's Apprentice,Laurie R. King  ,"Long retired, Sherlock Holmes quietly pursues his study of honeybee behavior on the Sussex Downs. He never imagines he would encounter anyone whose intellect matched his own, much less an audacious teenage girl with a penchant for detection. Miss Mary Russell becomes Holmes' pupil and quickly hones her talent for deduction, disguises and danger. But when an elusive villain  Long retired, Sherlock Holmes quietly pursues his study of honeybee behavior on the Sussex Downs. He never imagines he would encounter anyone whose intellect matched his own, much less an audacious teenage girl with a penchant for detection. Miss Mary Russell becomes Holmes' pupil and quickly hones her talent for deduction, disguises and danger. But when an elusive villain enters the picture, their partnership is put to a real test.",https://images.gr-assets.com/books/1390284148l/91661.jpg,https://www.goodreads.com/book/show/91661.The_Beekeeper_s_Apprentice
Mystery,The A.B.C. Murders,Agatha Christie,"When Alice Ascher is murdered in Andover, Hercule Poirot is already on to the clues. Alphabetically speaking, it's one down, twenty-five to go.There's a serial killer on the loose. His macabre calling card is to leave the ABC Railway guide beside each victim's body. But if A is for Alice Asher, bludgeoned to death in Andover; and B is for Betty Bernard, strangled with her  When Alice Ascher is murdered in Andover, Hercule Poirot is already on to the clues. Alphabetically speaking, it's one down, twenty-five to go.There's a serial killer on the loose. His macabre calling card is to leave the ABC Railway guide beside each victim's body. But if A is for Alice Asher, bludgeoned to death in Andover; and B is for Betty Bernard, strangled with her belt on the beach at Bexhill; then who will Victim C be?",https://images.gr-assets.com/books/1389733983l/16322.jpg,https://www.goodreads.com/book/show/16322.The_A_B_C_Murders
Mystery,Career of Evil,Robert Galbraith,"Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman’s severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks c  Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman’s severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks could be responsible – and Strike knows that any one of them is capable of sustained and unspeakable brutality.With the police focusing on the one suspect Strike is increasingly sure is not the perpetrator, he and Robin take matters into their own hands, and delve into the dark and twisted worlds of the other three men. But as more horrendous acts occur, time is running out for the two of them…Career of Evil is the third in the series featuring private detective Cormoran Strike and his assistant Robin Ellacott. A mystery and also a story of a man and a woman at a crossroads in their personal and professional lives.",https://images.gr-assets.com/books/1529685910l/40611999.jpg,https://www.goodreads.com/book/show/40611999-career-of-evil
Mystery,The Westing Game,Ellen Raskin,"A bizarre chain of events begins when sixteen unlikely people gather for the reading of Samuel W. Westing's will. And though no one knows why the eccentric, game-loving millionaire has chosen a virtual stranger - and a possible murderer - to inherit his vast fortune, one thing's for sure: Sam Westing may be dead... but that won't stop him from playing one last game!      ",https://images.gr-assets.com/books/1356850909l/902.jpg,https://www.goodreads.com/book/show/902.The_Westing_Game
